GPCODE,GPNAME,BLOCK,N_Days,ML_MAE,ML_RMSE,ML_R2,ML_Bias,ML_Correlation,REF_MAE,REF_RMSE,REF_Bias,REF_Correlation,RMSE_Improvement,MAE_Improvement
111819,BARIYO,Govindpur,366,3.672560568313561,6.557128743017712,0.39289138880340213,0.8947818511786726,0.6495795396317653,3.6586309772484404,10.132364217433604,0.42404920337262214,0.5917739230476254,3.5752354744158925,-0.013929591065120484
111820,BARWA EAST,Govindpur,366,4.192818416530303,7.302977440782271,0.3384664370741992,1.066865573158283,0.6158792463174411,4.279180205855636,11.351062163408256,0.6572364210460531,0.5743233432716031,4.048084722625985,0.08636178932533323
111821,BHITIYA,Govindpur,366,3.717969288419505,6.7318100985493405,0.38710486365259844,0.8708764671673571,0.6423952151032719,3.651183127648724,10.186091218249365,0.4010366629936112,0.588504622884526,3.454281119700024,-0.0667861607707807
111822,BIRAJPUR,Govindpur,366,3.497030038769996,6.318951761584883,0.39091580779336244,0.8678983291405852,0.6503863238959661,3.5573943306644216,9.768067734571417,0.37880763151000385,0.5862338991128772,3.449115972986534,0.06036429189442538
111823,DAMKARA BARWA,Govindpur,366,3.8248188193932924,6.955319633963262,0.3649578034477394,0.8751150061203046,0.6277274006448492,3.701271499966378,10.939294294184158,0.4167416080028096,0.5633576354599281,3.9839746602208965,-0.12354731942691455
111824,DEWLI,Govindpur,366,3.932309277478364,6.923124447600246,0.3587553706407688,1.152495702766484,0.6371250196660271,4.009572993474164,11.093341269434605,0.7949566594159407,0.5969260101693395,4.170216821834359,0.07726371599579984
111825,GORTOPA,Govindpur,366,3.8452262365418433,6.530442601049466,0.4120819253734711,0.9835195972030863,0.6666200426679525,3.8045095354116096,10.734144277689323,0.5592196188998938,0.6108020408867926,4.203701676639857,-0.040716701130233623
111826,GOVINDPUR EAST,Govindpur,366,3.916620862188581,6.7434953790952346,0.38850220921272305,1.0149418481406272,0.6504580162084967,3.8825014994995835,10.896050796460857,0.5857660709954294,0.5962070262487578,4.1525554173656225,-0.03411936268899751
111828,JAMDIHA,Govindpur,366,3.6533534422091343,6.985800754443038,0.330067881178033,0.9164505084370961,0.6071554137154596,3.7301039816071095,10.592686818149604,0.45792168962769414,0.5483938670816204,3.6068860637065656,0.07675053939797527
111829,JANGALPUR,Govindpur,366,3.946695804921213,6.964031530229261,0.35215678503532466,1.169140027648191,0.6332224665575615,4.025081458564562,11.13349814695056,0.8084578725778782,0.5932977571247621,4.169466616721299,0.07838565364334871
111830,JAYNAGAR,Govindpur,366,3.76350376808133,6.927503874221346,0.3525258581511269,0.8848839512219129,0.6166206474136743,3.685899032565879,10.090491266253858,0.3627045559194081,0.5617499758768911,3.1629873920325124,-0.07760473551545122
111831,JIALGORA,Govindpur,366,3.930090045723177,6.851868206097525,0.3793865940496983,0.9567784338523091,0.6422863191505348,3.8647919682947327,11.067346676821998,0.5479651634415731,0.580416946122389,4.215478470724473,-0.0652980774284444
111832,KALADABUR,Govindpur,366,4.326725229425248,7.622118817207445,0.31152703139992666,1.025778474843653,0.5934461631660775,4.421251701597783,11.598725113674805,0.6472089761818994,0.5537343714778044,3.9766062964673594,0.09452647217253496
111833,KANCHANPUR,Govindpur,366,3.636053945444882,6.860579201085193,0.3632018700830576,0.8591528634745693,0.6266054273434516,3.713532465344052,10.332707881463481,0.3984055791945957,0.5744734726491517,3.4721286803782876,0.0774785198991701
